SEXO Sexo de la persona entrevistada;EDAD Edad de la persona entrevistada;P1 Grado de preocupación por el cambio climático;RECUVOTOG1R Recuerdo de voto en las elecciones generales de 2023 de los votantes [recodificada];ESCIDEOL Escala de autoubicación ideológica (1-10);NIVELESTENTREV Nivel de estudios alcanzado por la persona entrevistada;RELIGION Religiosidad de la persona entrevistada;ECIVIL Estado civil de la persona entrevistada;SITLAB Situación laboral de la persona entrevistada;RELALAB Situación profesional de la persona entrevistada;CNO11 Ocupación de la persona entrevistada;INGRESHOG Nivel de ingresos netos del hogar
Mujer;45;Mucho;PSOE;9;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;De 2.701 a 3.900 €
Hombre;48;Poco;PSOE;4;Arquitectura/Ingeniería;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;72;Bastante;PP;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;34;Mucho;VOX;6;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Indiferente, no creyente;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Agricultores/as y trabajadores/as cualificados/as agropecuarios, forestales y pesqueros/as;De 1.100 a 1.800 €
Hombre;19;Bastante;PSOE;1 Izquierda;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Estudiante ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;62;Mucho;PSOE;4;Máster oficial universitario (especialidades médicas o equivalente) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;82;Mucho;PSOE;5;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.S.
Mujer;45;Poco;PSOE;1 Izquierda;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Divorciado/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;42;Mucho;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;59;Bastante;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;52;Mucho;PP;7;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;23;Mucho;PSOE;2;Títulos propios de posgrado (máster no oficial, etc.) ;Católico/a no practicante;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;57;Mucho;Sumar;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Ateo/a (niegan la existencia de Dios) ;Divorciado/a;En paro y ha trabajado antes ;N.P.;N.P.;Menos de 1.100 €
Hombre;76;Bastante;Sumar;2;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;18;Bastante;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;64;Mucho;PSOE;4;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Separado/a;Trabaja;Asalariado/a por cuenta ajena;Operadores/as de instalaciones y máquinas y ensambladores/as;De 1.801 a 2.700 €
Hombre;56;Mucho;Sumar;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;71;Poco;PP;9;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;56;Bastante;PSOE;1 Izquierda;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Operadores/as de instalaciones y máquinas y ensambladores/as;De 1.100 a 1.800 €
Hombre;59;Nada;PSOE;5;Educación Primaria (Educación Primaria de LOGSE, 5º curso de EGB, enseñanza primaria antigua) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 2.701 a 3.900 €
Mujer;68;Bastante;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;50;Nada;VOX;8;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Católico/a practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;31;Bastante;PP;5;Máster oficial universitario (especialidades médicas o equivalente) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;27;Mucho;Sumar;2;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Hombre;48;Poco;VOX;9;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 2.701 a 3.900 €
Hombre;20;Bastante;PP;7;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Estudiante ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;27;Bastante;PSOE;3;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;46;Mucho;PSOE;5;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;63;Nada;VOX;10 Derecha;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;30;Mucho;Sumar;2;Máster oficial universitario (especialidades médicas o equivalente) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Hombre;31;Nada;VOX;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Oficiales/as, operarios/as, artesanos/as y trabajadores/as de artes mecánicas y de otros oficios;De 1.100 a 1.800 €
Hombre;30;Poco;PP;7;Máster oficial universitario (especialidades médicas o equivalente) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;De 3.901 a 5.000 €
Hombre;48;Bastante;PSOE;3;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 3.901 a 5.000 €
Hombre;21;Poco;PP;7;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Ocupaciones elementales;N.S.
Hombre;55;Bastante;VOX;10 Derecha;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Hombre;33;Nada;VOX;5;Arquitectura/Ingeniería;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;56;(NO LEER) Regular;VOX;9;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Divorciado/a;Trabaja;Empresario/a o profesional con asalariados/as;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
Hombre;36;Poco;PP;6;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;Más de 5.000 €
Hombre;40;Mucho;PSOE;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Ateo/a (niegan la existencia de Dios) ;Casado/a;Otra situación;N.P.;N.P.;Más de 5.000 €
Hombre;60;Mucho;PSOE;4;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;En paro y ha trabajado antes ;N.P.;N.P.;Menos de 1.100 €
Mujer;86;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Separado/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;76;Mucho;PSOE;4;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;57;Nada;PP;N.C.;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Directores/as y gerentes;De 1.801 a 2.700 €
Mujer;18;Bastante;Sumar;5;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
Mujer;60;Mucho;PSOE;3;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Hombre;28;(NO LEER) Regular;PSOE;4;Máster oficial universitario (especialidades médicas o equivalente) ;Indiferente, no creyente;Soltero/a;En paro y busca su primer empleo ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;63;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Soltero/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;67;Nada;VOX;7;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Hombre;42;Poco;VOX;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.100 a 1.800 €
Hombre;42;Mucho;PSOE;3;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 3.901 a 5.000 €
Hombre;35;Mucho;PP;7;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Soltero/a;En paro y busca su primer empleo ;N.P.;N.P.;Menos de 1.100 €
Hombre;49;Bastante;Sumar;2;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Indiferente, no creyente;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;57;Bastante;PSOE;1 Izquierda;F.P. Básica (FPB), cualificación profesional grado inicial (FP grado inicial). PCPI (Programas de Cualificación Profesional Inicial, que no precisan de titulación académica de la primera etapa de secundaria para su realización). Programas de garantía social ;Católico/a practicante;Separado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;Menos de 1.100 €
Hombre;65;Nada;VOX;10 Derecha;Doctorado;Católico/a practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;56;Mucho;PP;6;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Ateo/a (niegan la existencia de Dios) ;Viudo/a;Trabaja;Asalariado/a por cuenta ajena;Oficiales/as, operarios/as, artesanos/as y trabajadores/as de artes mecánicas y de otros oficios;De 1.801 a 2.700 €
Mujer;56;Mucho;PSOE;1 Izquierda;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Viudo/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Hombre;50;Mucho;PSOE;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Hombre;72;Nada;VOX;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.C.
Hombre;67;Poco;PP;6;F.P. Básica (FPB), cualificación profesional grado inicial (FP grado inicial). PCPI (Programas de Cualificación Profesional Inicial, que no precisan de titulación académica de la primera etapa de secundaria para su realización). Programas de garantía social ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;31;Poco;PP;8;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;53;Mucho;PP;10 Derecha;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
